code,name
25370,"Multiple Osteotomies, w/Realignment on Intramedullary Rod (Sofield type procedure); Radius or Ulna"
25375,"Multiple Osteotomies, w/Realignment on Intramedullary Rod (Sofield type procedure); Radius & Ulna"
25390,"Osteoplasty, Radius or Uulna; Shortening"
25391,"Osteoplasty, Radius or Ulna; Lengthening w/Autograft"
25392,"Osteoplasty, Radius & Ulna; Shortening (excluding 64876)"
25393,"Osteoplasty, Radius & Ulna; Lengthening w/Autograft"
25394,"Osteoplasty, Carpal Bone, Shortening"
25400,"Repair of Nonunion or Malunion, Radius or Ulna; w/o Graft (eg, compression technique)"
25405,"Repair of Nonunion or Malunion, Radius or Ulna; w/Autograft (includes obtaining graft)"
25415,"Repair of Nonunion or Malunion, Radius & Ulna; w/o Graft (eg, compression technique)"
25420,"Repair of Nonunion or Malunion, Radius & Ulna; w/Autograft (includes obtaining graft)"
25425,Repair of Defect w/Autograft; Radius or Ulna
25426,Repair of Defect w/Autograft; Radius & Ulna
25430,"Insertion of Vascular Pedicle into Carpal Bone (eg, Hori procedure)"
25431,"Repair of Nonunion of Carpal Bone (excluding carpal scaphoid (navicular)) (includes obtaining graft and necessary fixation), Each Bone"
25440,"Repair of Nonunion, Scaphoid Carpal (navicular) Bone, w/ or w/Out Radial Styloidectomy"
25441,Arthroplasty w/Prosthetic Replacement; Distal Radius
25442,Arthroplasty w/Prosthetic Replacement; Distal Ulna
25443,Arthroplasty w/Prosthetic Replacement; Scaphoid Carpal (navicular)
25444,Arthroplasty with prosthetic replacement; lunate
25445,Arthroplasty with prosthetic replacement; trapezium
25446,Arthroplasty with prosthetic replacement; distal radius and partial or entire carpus (total wrist)
25447,"Arthroplasty, interposition, intercarpal or carpometacarpal joints"
25449,"Revision of arthroplasty, including removal of implant, wrist joint"
25450,Epiphyseal arrest by epiphysiodesis or stapling; distal radius OR ulna
25455,Epiphyseal arrest by epiphysiodesis or stapling; distal radius AND ulna
25490,"Prophylactic Treatment (nailing, pinning, plating or wiring) w/ or w/Out Methylmethacrylate; Radius"
25491,"Prophylactic Treatment (nailing, pinning, plating or wiring) w/ or w/Out Methylmethacrylate; Ulna"
25492,"Prophylactic Treatment (nailing, pinning, plating or wiring) w/ or w/Out Methylmethacrylate; Radius & Ulna"
25500,Closed Treatment of Radial Shaft Fracture; w/Out Manipulation
25505,Closed Treatment of Radial Shaft Fracture; w/Manipulation
25515,"Open Treatment of Radial Shaft Fracture, Includes Internal Fixation, when Performed"
25520,Closed Treatment of Radial Shaft Fracture & Closed Treatment of Dislocation of Distal Radioulnar Joint (Galeazzi fracture/dislocation)
25525,"Open treatment of radial shaft fracture, includes internal fixation, when performed, and closed treatment of distal radioulnar joint Dislocation (Galeazzi fracture/ dislocation), includes Percutaneous Skeletal Fixation, when Performed"
25526,"Open treatment of radial shaft fracture, includes internal fixation, when performed, and open treatment of distal radioulnar joint dislocation (Galeazzi fracture/ dislocation), includes internal fixation, when performed, includes repair of triangular fibrocartilage complex"
25530,Closed Treatment of Ulnar Shaft Fracture; w/Out Manipulation
25535,Closed Treatment of Ulnar Shaft Fracture; w/Manipulation
25545,"Open treatment of ulnar shaft fracture, includes Internal Fixation, when Performed"
25560,Closed Treatment of Radial & Ulnar Shaft Fractures; w/Out Manipulation
25565,Closed Treatment of Radial & Ulnar Shaft Fractures; w/Manipulation
25574,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed; of radius OR ulna"
25575,"Open treatment of radial AND ulnar shaft fractures, with internal fixation, when performed; of radius AND ulna"
25600,"Closed Treatment of Distal Radial Fracture (eg, Colles or Smith type) or Epiphyseal Separation, Includes Closed Treatment of Fracture of Ulnar Styloid, when Performed; w/Out Manipulation"
25605,"Closed Treatment of Distal Radial Fracture (eg, Colles or Smith type) or Epiphyseal Separation, Includes Closed Treatment of Fracture of Ulnar Styloid, when Performed; w/Manipulation"
25606,Percutaneous Skeletal Fixation of Distal Radial Fracture or Epiphyseal Separation
25607,"Open treatment of distal radial extra-articular fracture or epiphyseal separation, with internal fixation"
25608,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 2 fragments
25609,Open treatment of distal radial intra-articular fracture or epiphyseal separation; with internal fixation of 3 or more fragments
25622,Closed Treatment of Carpal Scaphoid (navicular) Fracture; w/Out Manipulation
25624,Closed Treatment of Carpal Scaphoid (navicular) Fracture; w/Manipulation
25628,"Open treatment of carpal scaphoid (navicular) fracture, includes internal fixation, when performed"
25630,"Closed Treatment of Carpal Bone Fracture (Excluding Carpal Scaphoid [navicular]); w/o Manipulation, Each Bone"
25635,"Closed Treatment of Carpal Bone Fracture (excluding carpal scaphoid [navicular]); w/Manipulation, Each Bone"
25645,"Open treatment of carpal bone fracture (other than carpal scaphoid [navicular]), each bone"
25650,Closed Treatment of Ulnar Styloid Fracture
25651,Percutaneous Skeletal Fixation of Ulnar Styloid Fracture
25652,Open Treatment of Ulnar Styloid Fracture
25660,"Closed Treatment of Radiocarpal or Intercarpal Dislocation, 1 or More Bones, w/Manipulation"
25670,"Open Treatment of Radiocarpal or Intercarpal Dislocation, 1 or More Bones"
25671,Percutaneous Skeletal Fixation of Distal Radioulnar Dislocation
25675,Closed Treatment of Distal Radioulnar Dislocation w/Manipulation
25676,"Open treatment of Distal Radioulnar Dislocation, Acute or Chronic"
25680,"Closed Treatment of Trans-Scaphoperilunar Type of Fracture Dislocation, w/Manipulation"
25685,Open Treatment of Trans-Scaphoperilunar Type of Fracture Dislocation
25690,"Closed Treatment of Lunate Dislocation, w/Manipulation"
25695,Open Treatment of Lunate Dislocation
25800,"Arthrodesis, Wrist; Complete, w/Out Bone Graft (includes radiocarpal and/or intercarpal and/or carpometacarpal joints)"
25805,"Arthrodesis, Wrist; w/Sliding Graft"
25810,"Arthrodesis, wrist; with iliac or other autograft (includes obtaining graft)"
25820,"Arthrodesis, Wrist; Limited, w/o Bone Graft (eg, intercarpal or radiocarpal)"
25825,"Arthrodesis, Wrist; w/Autograft (includes obtaining graft)"
25830,"Arthrodesis, distal radioulnar joint with segmental resection of ulna, with or without bone graft (eg, Sauve-Kapandji procedure)"
25900,"Amputation, forearm, through radius and ulna;"
25905,"Amputation, forearm, through radius and ulna; open, circular (guillotine)"
25907,"Amputation, forearm, through radius and ulna; secondary closure or scar revision"
25909,"Amputation, forearm, through radius and ulna; re-amputation"
25915,Krukenberg procedure
25920,Disarticulation Through Wrist
25922,Disarticulation Through Wrist; Secondary Closure or Scar Revision
25924,Disarticulation Through Wrist; Re-Amputation
25927,Transmetacarpal Amputation
25929,Transmetacarpal Amputation; Secondary Closure or Scar Revision
25931,Transmetacarpal Amputation; Re-Amputation
25999,"Unlisted procedure, forearm or wrist"
26010,Drainage of Finger Abscess; Simple
26011,"Drainage of Finger Abscess; Complicated (eg, felon)"
26020,"Drainage of Tendon Sheath, Digit and/or Palm, Each"
26025,"Drainage of Palmar Bursa; Single, Bursa"
26030,Drainage of Palmar Bursa; Multiple Bursa
26034,"Incision, Bone Cortex, Hand or Finger (eg, osteomyelitis or bone abscess)"
26035,"Decompression Fingers and/or Hand, Injection Injury (eg, grease gun)"
26037,"Decompressive Fasciotomy, Hand"
26040,"Fasciotomy, Palmar (eg, Dupuytren's contracture); Percutaneous"
26045,"Fasciotomy, Palmar (eg, Dupuytren's contracture); Open, Partial"
26055,"Tendon Sheath Incision (eg, for trigger finger)"
26060,"Tenotomy, Percutaneous, Single, Each Digit"
26070,"Arthrotomy, w/Exploration, Drainage, or Removal of Loose or Foreign Body; Carpometacarpal Joint"
26075,"Arthrotomy, w/Exploration, Drainage, or Removal of Loose or Foreign Body; Metacarpophalangeal Joint, Each"
26080,"Arthrotomy, w/Exploration, Drainage, or Removal of Loose or Foreign Body; Interphalangeal Joint, Each"
26100,"Arthrotomy w/Biopsy; Carpometacarpal Joint, Each"
26105,"Arthrotomy w/Biopsy; Metacarpophalangeal Joint, Each"
26110,"Arthrotomy w/Biopsy; Interphalangeal Joint, Each"
26111,"Excision, Tumor or Vascular Malformation, Soft Tissue of Hand or Finger, Subcutaneous; 1.5 cm or Greater"
26113,"Excision, Tumor, Soft Tissue, or Vascular Malformation, of Hand or Finger, Subfascial (eg, intramuscular); 1.5 cm or Greater"
26115,"Excision, Tumor or Vascular Malformation, Soft Tissue of Hand or Finger, Subcutaneous; Less Than 1.5 cm"
26116,"Excision, Tumor, Soft Tissue, or Vascular Malformation, of Hand or Finger, Subfascial (eg, intramuscular); Less Than 1.5 cm"
26117,"Radical Resection of Tumor (eg, sarcoma), Soft Tissue of Hand or Finger; Less Than 3 cm"
26118,"Radical Resection of Tumor (eg, sarcoma), Soft Tissue of Hand or Finger; 3 cm or Greater"
26121,"Fasciectomy, palm only, with or without Z-plasty, other local tissue rearrangement, or skin grafting (includes obtaining graft)"
26123,"Fasciectomy, Partial Palmar w/Release of Single Digit Including Proximal Interphalangeal Joint, w/ or w/Out Z-Plasty, Other Local Tissue Rearrangement, or Skin Grafting"
26125,"Fasciectomy, Partial Palmar w/Release of Ssingle Digit Including Proximal Interphalangeal Joint, w/ or w/Out Z-Plasty, Other Local Tissue Rearrangement, or Skin Grafting; Each addtl Digit"
26130,"Synovectomy, Carpometacarpal Joint"
26135,"Synovectomy, Metacarpophalangeal Joint Including Intrinsic Release & Extensor Hood Reconstruction, Each Digit"
26140,"Synovectomy, Proximal Interphalangeal Joint, Including Extensor Reconstruction, Each Interphalangeal Joint"
26145,"Synovectomy, Tendon Sheath, Radical (tenosynovectomy), Flexor Tendon, Palm and/or Finger, Each Tendon"
26160,"Excision of Lesion of Tendon Sheath or Joint Capsule (eg, cyst, mucous cyst, or ganglion), Hand or Finger"
26170,"Excision of Tendon, Palm, Flexor or Extensor, Single, Each Tendon"
26180,"Excision of Tendon, Finger, Flexor or Extensor, Each Tendon"
26185,"Sesamoidectomy, Thumb or Finger"
26200,Excision or Curettage of Bone Cyst or Benign Tumor of Metacarpal
26205,Excision or Curettage of Bone Cyst or Benign Tumor of Metacarpal; w/Autograft
26210,"Excision or Curettage of Bone Cyst or Benign Tumor of Proximal, Middle, or Distal Phalanx of Finger"
26215,"Excision or Curettage of Bone Cyst or Benign Tumor of Proximal, Middle, or Distal Phalanx of Finger; w/Autograft"
26230,"Partial Excision (craterization, saucerization, or diaphysectomy) Bone (eg, osteomyelitis); Metacarpal"
26235,"Partial Excision (craterization, saucerization, or diaphysectomy) Bone (eg, osteomyelitis); Proximal or Middle Phalanx of Finger"
26236,"Partial Excision (craterization, saucerization, or diaphysectomy) Bone (eg, osteomyelitis); Distal Phalanx of Finger"
26250,"Radical Resection of Tumor, Metacarpal"
26260,"Radical Resection of Tumor, Proximal or Middle Phalanx of Finger"
26262,"Radical Resection of Tumor, Distal Phalanx of Finger"
26320,Removal of Implant from Finger or Hand
26340,"Manipulation, Finger Joint, Under Anesthesia, Each Joint"
26341,"Manipulation, Palmar Fascial Cord (ie, Dupuytren's cord), Post Enzyme Injection (eg, collagenase), Single Cord"
26350,"Repair or Advancement, Flexor Tendon, not in Zone 2 Digital Flexor Tendon Sheath (eg, no man's land); Primary or Secondary w/Out Free Graft, Each Tendon"
26352,"Repair or Advancement, Flexor Tendon, not in Zone 2 Digital Flexor Tendon Sheath (eg, no man's land); Secondary w/ Free Graft (includes obtaining graft), Each Tendon"
26356,"Repair or Advancement, Flexor Tendon, in Zone 2 Digital Flexor Tendon Sheath (eg, no man's land); Primary, w/Out Free Graft, Each Tendon"
26357,"Repair or Advancement, Flexor Tendon, in Zone 2 Digital Flexor Tendon Sheath (eg, no man's land); Secondary, w/Out Free Graft, Each Tendon"
26358,"Repair or Advancement, Flexor Tendon, in Zone 2 Digital Flexor Tendon Sheath (eg, no man's land); Secondary, w/Free Graft (includes obtaining graft), Each Tendon"
26370,"Repair or Advancement of Profundus Tendon, w/Intact Superficialis Tendon; Primary, Each Tendon"
26372,"Repair or Advancement of Profundus Tendon, w/Intact Superficialis Tendon; Secondary w/Free Graft, Each Tendon"
26373,"Repair or Advancement of Profundus Tendon, w/Intact Superficialis Tendon; Secondary w/o Free Graft, Each Tendon"
26390,"Excision Flexor Tendon, w/Implantation of Synthetic Rod for Delayed Tendon Graft, Hand or Finger, Each Rod"
26392,"Removal of Synthetic Rod & Insertion of Flexor Tendon Graft, Hand or Finger, Each Rod"
26410,"Repair, Extensor Tendon, Hand, Primary or Secondary; w/Out Free Graft, Each Tendon"
26412,"Repair, Extensor Tendon, Hand, Primary or Secondary; w/Free Graft, Each Tendon"
26415,"Excision of Extensor Tendon, w/Implantation of Synthetic Rod for Delayed Tendon Graft, Hand or Finger, Each Rod"
26416,"Removal of Synthetic Rod & Insertion of Extensor Tendon Graft, Hand or Finger, Each Rod"
26418,"Repair, Extensor Tendon, Finger, Primary or Secondary; w/Out Free Graft, Each Tendon"
26420,"Repair, Extensor Tendon, Finger, Primary or Secondary; w/Free Graft (includes obtaining graft) Each Tendon"
26426,"Repair of Extensor Tendon, Central Slip, Secondary (eg, boutonniere deformity); Using Local Tissue(s), Including Lateral Band(s), Each Finger"
26428,"Repair of Extensor Tendon, Central Slip, Secondary (eg, boutonniere deformity); w/Free Graft (includes obtaining graft), Each Finger"
26432,Cltx Dstl Xtnsr Tdn Insj w/ & w/Out Percutan Pinning
26433,"Repair of Extensor Tendon, Distal Insertion, Primary or Secondary; w/o Graft (eg, mallet finger)"
26434,Repair Extensor Tendon Distal Insertion w/Graft
26437,"Realignment of Extensor Tendon, Hand, Each Tendon"
